,dU11,dU12,dU21,dU22,vol_req,seed
3529,0.7047,0.1064,0.1064,-0.4821,0.3009,30.0
3530,0.635,-0.0524,-0.0524,0.4618,0.2434,24.0
3531,0.1061,-0.0386,-0.0386,0.1622,0.4046,40.0
3532,0.0961,-0.3114,-0.3114,0.7585,0.4759,48.0
3533,0.1373,0.1537,0.1537,0.2738,0.2011,20.0
3534,0.7031,0.2714,0.2714,0.702,0.3685,37.0
3535,-0.2241,0.0173,0.0173,-0.1387,0.0826,8.0
3536,-0.1835,-0.0106,-0.0106,0.3465,0.4333,43.0
3537,0.0945,0.5716,0.5716,0.5065,0.2709,27.0
3538,0.4951,-0.1501,-0.1501,0.7816,0.3267,33.0
3539,0.0045,0.0065,0.0065,0.0344,0.1535,15.0
3540,0.5657,-0.2219,-0.2219,0.2752,0.0521,5.0
3541,0.4744,0.0789,0.0789,0.2401,0.3428,34.0
3542,0.622,0.0036,0.0036,0.6537,0.1737,17.0
3543,-0.4587,-0.0398,-0.0398,-0.4458,0.4471,45.0
3544,0.9496,-0.0695,-0.0695,-0.324,0.381,38.0
3545,0.4685,0.4055,0.4055,0.2262,0.0991,10.0
3546,0.3743,0.0952,0.0952,0.5212,0.4914,49.0
3547,0.1577,0.0806,0.0806,-0.1189,0.2128,21.0
3548,0.0694,-0.2415,-0.2415,0.3024,0.2318,23.0
3549,-0.3055,0.2203,0.2203,0.1829,0.3889,39.0
3550,0.8823,0.0189,0.0189,0.768,0.1064,11.0
3551,-0.0595,-0.1802,-0.1802,-0.0884,0.2884,29.0
3552,0.4479,-0.1846,-0.1846,-0.1866,0.4571,46.0
3553,0.6313,0.4802,0.4802,-0.1109,0.1627,16.0
3554,0.6264,-0.2458,-0.2458,0.4791,0.3328,33.0
3555,-0.11,-0.0141,-0.0141,0.1503,0.0629,6.0
3556,0.5243,-0.3556,-0.3556,0.5819,0.1566,16.0
3557,-0.1027,0.1048,0.1048,0.5344,0.3226,32.0
3558,0.7341,0.1731,0.1731,0.3498,0.2677,27.0
3559,-0.2338,-0.0778,-0.0778,-0.309,0.4375,44.0
3560,-0.4279,-0.2227,-0.2227,0.5951,0.2783,28.0
3561,0.2437,0.168,0.168,0.5638,0.1175,12.0
3562,0.5439,-0.024,-0.024,0.5612,0.3992,40.0
3563,-0.4554,0.0118,0.0118,0.1265,0.2206,22.0
3564,0.2488,-0.1671,-0.1671,0.1948,0.2098,21.0
3565,0.4054,0.0761,0.0761,-0.2542,0.4954,50.0
3566,0.8937,0.0136,0.0136,0.9339,0.102,10.0
3567,-0.1547,-0.109,-0.109,-0.0123,0.3772,38.0
3568,0.6288,-0.3986,-0.3986,0.0495,0.2516,25.0
3569,0.9199,0.2597,0.2597,0.0594,0.4245,42.0
3570,0.3815,-0.0032,-0.0032,0.3455,0.1445,14.0
3571,-0.1089,0.1361,0.1361,-0.1668,0.3075,31.0
3572,0.0884,-0.097,-0.097,0.5685,0.3481,35.0
3573,0.01,0.4528,0.4528,0.0125,0.0749,7.0
3574,0.6886,-0.0068,-0.0068,0.6947,0.4701,47.0
3575,0.1446,-0.2189,-0.2189,-0.3217,0.1788,18.0
3576,-0.2591,-0.2705,-0.2705,0.1924,0.0868,9.0
3577,-0.0973,0.2127,0.2127,0.7021,0.3652,37.0
3578,0.5825,-0.0151,-0.0151,0.9933,0.1968,20.0
3579,0.0531,0.129,0.129,0.1403,0.4793,48.0
3580,0.7124,-0.1003,-0.1003,-0.0554,0.4153,42.0
3581,0.2138,0.1238,0.1238,0.1782,0.2336,23.0
3582,0.5556,0.1595,0.1595,0.7339,0.2904,29.0
3583,-0.2823,0.0347,0.0347,-0.3691,0.1326,13.0
3584,0.547,-0.3842,-0.3842,-0.0885,0.0839,8.0
3585,0.7867,0.1751,0.1751,0.1166,0.3681,37.0
3586,0.4651,-0.0044,-0.0044,0.3234,0.198,20.0
3587,-0.1733,0.1471,0.1471,-0.2722,0.4781,48.0
3588,0.2363,-0.01,-0.01,0.315,0.4024,40.0
3589,0.1642,0.3643,0.3643,0.2656,0.2465,25.0
3590,0.8162,-0.1025,-0.1025,0.9303,0.3014,30.0
3591,-0.0788,-0.105,-0.105,-0.3473,0.1216,12.0
3592,-0.2064,-0.3988,-0.3988,0.3828,0.2557,26.0
3593,-0.3619,0.2946,0.2946,0.6035,0.4204,42.0
3594,0.4681,-0.0204,-0.0204,0.6946,0.1387,14.0
3595,0.1668,-0.0773,-0.0773,0.1322,0.3133,31.0
3596,0.804,-0.1576,-0.1576,0.0345,0.3563,36.0
3597,0.1701,0.1777,0.1777,0.1663,0.0667,7.0
3598,0.562,0.2768,0.2768,0.8153,0.4601,46.0
3599,-0.1681,0.0421,0.0421,-0.2576,0.1888,19.0
3600,0.3681,-0.1217,-0.1217,-0.189,0.2863,29.0
3601,0.7549,0.4287,0.4287,-0.0791,0.1094,11.0
3602,0.7354,-0.2256,-0.2256,0.5691,0.3894,39.0
3603,0.0518,0.0,0.0,0.05,0.2304,23.0
3604,0.338,-0.2534,-0.2534,0.4254,0.2141,21.0
3605,0.1738,0.0404,0.0404,0.5217,0.4911,49.0
3606,0.6298,0.017,0.017,0.58,0.0959,10.0
3607,-0.4628,-0.0073,-0.0073,-0.4725,0.3833,38.0
3608,-0.2762,-0.3121,-0.3121,0.8242,0.444,44.0
3609,0.0569,0.3649,0.3649,0.6188,0.1758,18.0
3610,0.4528,0.1287,0.1287,0.3769,0.3442,34.0
3611,-0.1866,0.0192,0.0192,0.1946,0.0515,5.0
3612,0.2182,-0.306,-0.306,0.1697,0.1538,15.0
3613,0.2805,0.0964,0.0964,-0.3284,0.3254,33.0
3614,0.8187,0.0181,0.0181,0.8594,0.2687,27.0
3615,-0.127,-0.177,-0.177,0.0421,0.4365,44.0
3616,-0.2536,-0.0357,-0.0357,0.449,0.3803,38.0
3617,0.0648,0.6124,0.6124,0.4249,0.0999,10.0
3618,0.3624,-0.197,-0.197,0.6654,0.494,49.0
3619,0.0919,-0.0462,-0.0462,-0.0707,0.2102,21.0
3620,0.7348,-0.3518,-0.3518,0.3991,0.2202,22.0
3621,0.4865,0.2126,0.2126,0.0082,0.4005,40.0
3622,0.3405,0.0666,0.0666,0.7595,0.1197,12.0
3623,-0.2416,-0.0956,-0.0956,-0.2266,0.2751,28.0
3624,0.6877,-0.0265,-0.0265,-0.4927,0.4396,44.0
3625,0.5103,0.2033,0.2033,0.3601,0.2646,26.0
3626,0.6055,-0.0461,-0.0461,0.5157,0.3221,32.0
3627,0.1311,0.1126,0.1126,-0.3853,0.158,16.0
3628,0.1027,-0.1293,-0.1293,0.275,0.0616,6.0
3629,-0.2456,0.2081,0.2081,0.3661,0.3332,33.0
3630,0.9065,0.0073,0.0073,0.8435,0.1659,17.0
3631,-0.0772,-0.0914,-0.0914,-0.1089,0.4549,45.0
3632,0.2618,-0.4945,-0.4945,0.4824,0.1323,13.0
3633,0.0414,0.0837,0.0837,0.9687,0.2916,29.0
3634,0.3798,-0.0137,-0.0137,0.4248,0.2359,24.0
3635,-0.1887,0.0819,0.0819,-0.0679,0.4121,41.0
3636,0.479,-0.155,-0.155,0.1502,0.4823,48.0
3637,0.1742,0.4258,0.4258,-0.2147,0.1947,19.0
3638,0.6833,0.0313,0.0313,0.6839,0.3638,36.0
3639,-0.413,-0.1178,-0.1178,0.1611,0.0873,9.0
3640,0.0547,-0.3026,-0.3026,-0.1492,0.1775,18.0
3641,0.7381,0.0289,0.0289,-0.1964,0.4705,47.0
3642,0.9281,-0.0773,-0.0773,0.6317,0.0781,8.0
3643,0.1523,0.1122,0.1122,-0.0335,0.3458,35.0
3644,0.0377,-0.2527,-0.2527,0.6852,0.3096,31.0
3645,0.1658,0.0817,0.0817,0.2569,0.1415,14.0
3646,0.7078,0.173,0.173,0.6594,0.424,42.0
3647,-0.3339,0.0045,0.0045,-0.2985,0.253,25.0
3648,0.008,-0.3232,-0.3232,0.0264,0.4652,47.0
3649,-0.0995,0.1697,0.1697,0.8091,0.1828,18.0
3650,0.4032,-0.2293,-0.2293,0.873,0.3511,35.0
3651,-0.0558,0.0144,0.0144,-0.0436,0.0728,7.0
3652,0.7105,-0.1422,-0.1422,0.2635,0.1467,15.0
3653,0.5045,0.2139,0.2139,0.2084,0.3044,30.0
3654,0.5472,0.1353,0.1353,0.6132,0.2477,25.0
3655,-0.3731,0.002,0.002,-0.4005,0.4293,43.0
3656,0.2856,-0.6469,-0.6469,0.1295,0.2934,29.0
3657,0.6836,0.0941,0.0941,0.0264,0.1305,13.0
3658,0.3695,0.028,0.028,0.4438,0.4104,41.0
3659,0.0066,0.1721,0.1721,-0.1993,0.2376,24.0
3660,0.0226,-0.1379,-0.1379,0.5757,0.1929,19.0
3661,-0.2859,0.301,0.301,0.2433,0.4841,48.0
3662,0.8569,0.1354,0.1354,0.7716,0.0891,9.0
3663,0.2052,-0.0161,-0.0161,-0.1406,0.3621,36.0
3664,-0.1542,-0.1395,-0.1395,0.6391,0.2629,26.0
3665,0.5362,0.3661,0.3661,0.5812,0.4414,44.0
3666,0.4588,-0.0558,-0.0558,0.5165,0.1597,16.0
3667,-0.4216,0.1624,0.1624,-0.042,0.3204,32.0
3668,0.3666,-0.1082,-0.1082,0.1891,0.335,33.0
3669,0.4485,0.1742,0.1742,-0.1932,0.0599,6.0
3670,0.8678,-0.0128,-0.0128,0.6727,0.4531,45.0
3671,-0.2976,-0.2477,-0.2477,-0.1616,0.1676,17.0
3672,0.5169,-0.083,-0.083,-0.3135,0.1051,11.0
3673,0.338,0.5446,0.5446,0.1296,0.375,37.0
3674,0.7344,-0.0957,-0.0957,0.6156,0.205,20.0
3675,0.1592,0.009,0.009,0.1338,0.4993,50.0
3676,0.0673,-0.38,-0.38,0.7634,0.3952,40.0
3677,-0.0834,0.0755,0.0755,0.245,0.2255,23.0
3678,0.9027,0.0049,0.0049,0.2565,0.2804,28.0
3679,-0.2225,-0.0181,-0.0181,-0.2367,0.1145,11.0
3680,0.8709,-0.3462,-0.3462,-0.109,0.1706,17.0
3681,0.655,0.3918,0.3918,0.1679,0.4493,45.0
3682,0.2948,-0.0136,-0.0136,0.2896,0.0568,6.0
3683,-0.1173,0.0043,0.0043,-0.1604,0.3389,34.0
3684,0.2811,-0.1324,-0.1324,0.3846,0.3307,33.0
3685,-0.3708,0.0065,0.0065,0.5337,0.1486,15.0
3686,0.8035,0.0142,0.0142,0.7414,0.4312,43.0
3687,0.0131,-0.1553,-0.1553,-0.2718,0.274,27.0
3688,-0.3573,-0.2683,-0.2683,0.2692,0.1112,11.0
3689,-0.0354,0.4128,0.4128,0.3902,0.2845,28.0
3690,0.6548,-0.1542,-0.1542,0.6734,0.2287,23.0
3691,-0.0189,0.0239,0.0239,0.1169,0.3912,39.0
3692,0.4673,-0.3212,-0.3212,0.2916,0.4893,49.0
3693,0.3956,0.0101,0.0101,0.2419,0.2158,22.0
3694,0.6216,0.0819,0.0819,0.9229,0.3851,39.0
3695,-0.2394,0.091,0.091,-0.3884,0.0942,9.0
3696,0.3858,-0.3157,-0.3157,0.0075,0.4187,42.0
3697,0.8404,0.4365,0.4365,-0.3199,0.2574,26.0
3698,0.623,-0.0364,-0.0364,0.3677,0.3151,32.0
3699,0.0749,-0.0767,-0.0767,0.0936,0.1369,14.0
3700,0.0774,-0.0381,-0.0381,0.9011,0.0685,7.0
3701,0.2052,0.2026,0.2026,0.3334,0.3545,35.0
3702,0.632,0.1028,0.1028,0.451,0.187,19.0
3703,-0.2618,-0.0385,-0.0385,-0.4167,0.4619,46.0
3704,-0.0355,-0.5529,-0.5529,0.4288,0.3734,37.0
3705,0.2273,0.2129,0.2129,0.6627,0.0786,8.0
3706,0.596,0.0202,0.0202,0.4883,0.4729,47.0
3707,-0.0674,0.2979,0.2979,-0.0508,0.2033,20.0
3708,0.2943,-0.0266,-0.0266,-0.0607,0.2412,24.0
3709,0.1425,0.2492,0.2492,0.0213,0.4077,41.0
3710,0.901,-0.0417,-0.0417,0.8433,0.1268,13.0
3711,-0.2738,-0.048,-0.048,-0.123,0.2962,30.0
3712,0.6132,-0.0619,-0.0619,-0.2753,0.141,14.0
3713,0.3509,0.5945,0.5945,0.0496,0.311,31.0
3714,0.6242,-0.1402,-0.1402,0.4047,0.2551,26.0
3715,-0.0421,-0.0697,-0.0697,0.2079,0.421,42.0
3716,0.4069,-0.2616,-0.2616,0.6799,0.4595,46.0
3717,0.0607,0.1903,0.1903,0.5215,0.1893,19.0
3718,0.7353,0.0627,0.0627,0.362,0.3586,36.0
3719,-0.3495,-0.0469,-0.0469,-0.3554,0.0644,6.0
3720,-0.4237,-0.0059,-0.0059,0.7553,0.2003,20.0
3721,0.2787,0.2668,0.2668,0.4969,0.4758,48.0
3722,0.4706,0.0066,0.0066,0.4582,0.0833,8.0
3723,-0.3651,0.0977,0.0977,0.0622,0.3687,37.0
3724,0.2502,-0.1343,-0.1343,0.0862,0.3009,30.0
3725,0.3097,0.1498,0.1498,-0.0959,0.1221,12.0
3726,0.9641,0.0014,0.0014,0.9767,0.4047,40.0
3727,-0.1231,-0.0461,-0.0461,-0.1065,0.2441,24.0
3728,0.5044,-0.5629,-0.5629,0.243,0.3434,34.0
3729,0.9445,0.0875,0.0875,-0.0717,0.0523,5.0
3730,0.2761,0.037,0.037,0.3875,0.4466,45.0
3731,-0.0094,0.1018,0.1018,-0.148,0.1733,17.0
3732,0.1688,-0.1412,-0.1412,0.4586,0.2712,27.0
3733,-0.0756,0.3888,0.3888,0.2647,0.4339,43.0
3734,0.7036,-0.0611,-0.0611,0.7092,0.1531,15.0
3735,0.093,-0.0988,-0.0988,-0.4427,0.3262,33.0
3736,-0.0721,-0.3694,-0.3694,0.1626,0.3887,39.0
3737,-0.2209,0.041,0.041,0.8069,0.2312,23.0
3738,0.5578,-0.0711,-0.0711,0.8551,0.2888,29.0
3739,0.0554,0.0571,0.0571,0.1568,0.1069,11.0
3740,0.5787,-0.2379,-0.2379,-0.0393,0.0985,10.0
3741,0.2584,0.0407,0.0407,0.2123,0.3808,38.0
3742,0.6921,0.1722,0.1722,0.7266,0.2133,21.0
3743,-0.2337,0.0378,0.0378,-0.4905,0.4918,49.0
3744,-0.0859,-0.3546,-0.3546,0.5447,0.3231,32.0
3745,0.2654,0.1435,0.1435,0.8667,0.157,16.0
3746,0.2527,-0.0129,-0.0129,0.5793,0.4369,44.0
3747,-0.3261,0.1725,0.1725,-0.2163,0.2674,27.0
3748,0.384,-0.0316,-0.0316,0.1686,0.1631,16.0
3749,0.188,0.4113,0.4113,0.1051,0.4576,46.0
3750,0.8156,-0.0207,-0.0207,0.7921,0.0626,6.0
3751,-0.2827,-0.0914,-0.0914,-0.0448,0.3323,33.0
3752,0.2644,-0.3927,-0.3927,-0.2692,0.495,49.0
3753,0.5755,0.2867,0.2867,-0.2868,0.2093,21.0
3754,0.7215,-0.02,-0.02,0.4906,0.3775,38.0
3755,0.1124,0.0365,0.0365,0.0955,0.1026,10.0
3756,0.0563,-0.168,-0.168,0.965,0.117,12.0
3757,0.1806,0.226,0.226,0.2009,0.2779,28.0
3758,0.7392,0.2814,0.2814,0.4934,0.2212,22.0
3759,-0.16,-0.0063,-0.0063,-0.173,0.3995,40.0
3760,-0.1258,-0.0874,-0.0874,0.2571,0.0751,8.0
3761,-0.0133,0.4202,0.4202,0.7787,0.3488,35.0
3762,0.5519,-0.2427,-0.2427,0.7508,0.1788,18.0
3763,-0.1181,0.0005,0.0005,-0.0192,0.4692,47.0
3764,0.516,-0.3458,-0.3458,0.3905,0.4252,43.0
3765,0.4515,0.0334,0.0334,0.1528,0.2518,25.0
3766,0.5249,0.0591,0.0591,0.6851,0.3067,31.0
3767,-0.4245,-0.0495,-0.0495,-0.3639,0.1444,14.0
3768,0.8079,-0.3099,-0.3099,-0.302,0.2329,23.0
3769,0.5969,0.2704,0.2704,0.1744,0.4151,42.0
3770,0.4837,0.1061,0.1061,0.5373,0.1335,13.0
3771,0.216,0.0329,0.0329,-0.2536,0.2904,29.0
3772,0.2439,-0.304,-0.304,0.2814,0.365,37.0
3773,-0.4427,0.1246,0.1246,0.2977,0.0861,9.0
3774,0.8192,0.0635,0.0635,0.6658,0.4793,48.0
3775,0.0463,-0.215,-0.215,-0.1777,0.1977,20.0
3776,-0.1919,-0.3142,-0.3142,0.7162,0.4098,41.0
3777,0.1735,0.3715,0.3715,0.6459,0.2382,24.0
3778,0.3338,-0.0363,-0.0363,0.3446,0.2957,30.0
3779,-0.2795,0.0279,0.0279,-0.0506,0.1282,13.0
3780,0.4704,-0.1772,-0.1772,0.3377,0.0914,9.0
3781,0.6031,0.0151,0.0151,-0.4354,0.3598,36.0
3782,0.7174,0.0037,0.0037,0.7348,0.1924,19.0
3783,-0.2706,-0.2187,-0.2187,0.1567,0.4846,48.0
3784,0.2098,-0.2428,-0.2428,-0.3421,0.3505,35.0
3785,0.4692,0.394,0.394,0.0756,0.0734,7.0
3786,0.7395,-0.2728,-0.2728,0.6885,0.4675,47.0
3787,0.0936,0.0214,0.0214,-0.042,0.1805,18.0
3788,0.2503,-0.3626,-0.3626,0.4578,0.25,25.0
3789,0.0779,0.0177,0.0177,0.371,0.427,43.0
3790,0.932,0.1248,0.1248,0.514,0.1462,15.0
3791,-0.3162,0.0953,0.0953,-0.1728,0.3049,30.0
3792,-0.0148,-0.3014,-0.3014,0.3125,0.2075,21.0
3793,-0.2088,0.402,0.402,0.7714,0.4967,50.0
3794,0.4385,-0.0477,-0.0477,0.7853,0.1044,10.0
3795,0.089,-0.0507,-0.0507,0.0756,0.3758,38.0
3796,0.9267,-0.0237,-0.0237,0.1459,0.2796,28.0
3797,0.3027,0.2868,0.2868,0.1013,0.1152,12.0
3798,0.3533,0.1393,0.1393,0.5915,0.3978,40.0
3799,-0.479,-0.0728,-0.0728,-0.1969,0.223,22.0
3800,0.3536,-0.4397,-0.4397,-0.05,0.1623,16.0
3801,0.6927,0.2047,0.2047,0.2453,0.3179,32.0
3802,0.561,0.0027,0.0027,0.575,0.2621,26.0
3803,-0.1471,0.3213,0.3213,-0.1567,0.4421,44.0
3804,-0.0823,-0.0466,-0.0466,0.4043,0.4523,45.0
3805,-0.0387,0.252,0.252,0.0622,0.1684,17.0
3806,0.893,-0.0012,-0.0012,0.8948,0.3375,34.0
3807,0.0286,-0.0838,-0.0838,-0.2412,0.0574,6.0
3808,0.0688,-0.2996,-0.2996,0.0604,0.2259,23.0
3809,0.823,0.2095,0.2095,-0.25,0.3939,39.0
3810,0.7773,-0.1912,-0.1912,0.36,0.1122,11.0
3811,-0.0707,-0.0512,-0.0512,-0.0238,0.2836,28.0
3812,0.2343,-0.1273,-0.1273,0.6434,0.386,39.0
3813,0.2813,0.1374,0.1374,0.4758,0.0932,9.0
3814,0.7155,0.0914,0.0914,0.679,0.4865,49.0
3815,-0.4288,0.0075,0.0075,-0.351,0.2186,22.0
3816,0.1576,-0.7126,-0.7126,0.3466,0.0541,5.0
3817,-0.0461,0.0904,0.0904,0.6135,0.3417,34.0
3818,0.5013,0.06,0.06,0.3548,0.1716,17.0
3819,-0.0661,0.1156,0.1156,0.0597,0.4483,45.0
3820,0.4266,-0.089,-0.089,0.0813,0.4322,43.0
3821,0.2638,0.3036,0.3036,-0.2563,0.273,27.0
3822,0.8095,0.0878,0.0878,0.8713,0.3279,33.0
3823,-0.2121,-0.009,-0.009,0.089,0.1513,15.0
3824,0.7587,-0.1411,-0.1411,-0.1334,0.4741,47.0
3825,0.6016,0.4332,0.4332,0.5212,0.2021,20.0
3826,0.4814,-0.0781,-0.0781,0.4035,0.3704,37.0
3827,-0.0446,0.1016,0.1016,-0.2751,0.0816,8.0
3828,0.105,-0.0734,-0.0734,0.2152,0.1239,12.0
3829,-0.1686,0.1761,0.1761,0.4199,0.2991,30.0
3830,0.6954,-0.0146,-0.0146,0.9369,0.2424,24.0
3831,-0.2115,-0.1539,-0.1539,-0.2993,0.4065,41.0
3832,-0.3796,-0.1102,-0.1102,0.5298,0.3163,32.0
3833,0.0476,0.6188,0.6188,0.2323,0.1357,14.0
3834,0.6052,-0.034,-0.034,0.6485,0.4157,42.0
3835,0.2023,0.0092,0.0092,0.2288,0.2604,26.0
3836,0.723,-0.3361,-0.3361,0.0656,0.184,18.0
3837,0.3189,0.0603,0.0603,0.0319,0.4648,46.0
3838,0.4254,0.0057,0.0057,0.8316,0.0697,7.0
3839,-0.2593,-0.018,-0.018,-0.2458,0.3533,35.0
3840,-0.2499,-0.1287,-0.1287,0.3955,0.2178,22.0
3841,0.2898,0.5342,0.5342,0.3108,0.4873,49.0
3842,0.4813,-0.2411,-0.2411,0.7076,0.0923,9.0
3843,0.0055,-0.0307,-0.0307,-0.0608,0.387,39.0
3844,0.5784,-0.1799,-0.1799,0.3213,0.2825,28.0
3845,0.5595,0.1035,0.1035,0.2314,0.1133,11.0
3846,0.5503,0.0206,0.0206,0.7606,0.3932,39.0
3847,-0.4278,0.0467,0.0467,-0.4472,0.2267,23.0
3848,0.9154,-0.1758,-0.1758,-0.3892,0.1506,15.0
3849,0.3485,0.388,0.388,0.2527,0.3286,33.0
3850,0.3115,0.0957,0.0957,0.4142,0.272,27.0
3851,0.0344,0.0877,0.0877,-0.1828,0.4331,43.0
3852,0.0912,-0.203,-0.203,0.4331,0.4473,45.0
3853,-0.2806,0.1522,0.1522,0.3156,0.1726,17.0
3854,0.9992,0.0059,0.0059,0.78,0.3408,34.0
3855,0.0272,-0.132,-0.132,-0.0642,0.0549,5.0
3856,0.2244,-0.474,-0.474,0.3085,0.4056,41.0
3857,0.1069,0.1236,0.1236,0.912,0.2432,24.0
3858,0.4112,-0.0125,-0.0125,0.4399,0.2981,30.0
3859,-0.2708,0.2045,0.2045,-0.0708,0.1249,12.0
3860,0.3229,-0.0521,-0.0521,0.1455,0.0806,8.0
3861,0.3887,0.2615,0.2615,-0.0015,0.3714,37.0
3862,0.8489,-0.1674,-0.1674,0.7558,0.2014,20.0
3863,-0.4682,-0.0237,-0.0237,-0.0589,0.4747,47.0
3864,0.2,-0.4732,-0.4732,0.0515,0.3525,35.0
3865,0.7754,0.147,0.147,-0.4065,0.0705,7.0
3866,0.6695,-0.0397,-0.0397,0.5566,0.4637,46.0
3867,0.2039,-0.0054,-0.0054,0.2108,0.1851,19.0
3868,-0.0682,-0.1875,-0.1875,0.8114,0.2595,26.0
3869,0.0472,0.1006,0.1006,0.2466,0.4166,42.0
3870,0.6994,0.2318,0.2318,0.5238,0.135,13.0
3871,-0.2947,0.0011,0.0011,-0.2322,0.317,32.0
3872,0.6327,-0.4882,-0.4882,0.0042,0.4857,49.0
3873,0.8136,0.24,0.24,0.1306,0.1913,19.0
3874,0.4117,-0.0171,-0.0171,0.2738,0.3605,36.0
3875,-0.155,0.0764,0.0764,-0.1791,0.0906,9.0
3876,0.1725,-0.0068,-0.0068,0.5551,0.1289,13.0
3877,-0.1364,0.4891,0.4891,0.2351,0.295,29.0
3878,0.7539,0.0508,0.0508,0.6529,0.2391,24.0
3879,0.1438,-0.0976,-0.0976,-0.315,0.4089,41.0
3880,-0.279,-0.3534,-0.3534,0.0661,0.3059,31.0
3881,-0.0791,0.2765,0.2765,0.555,0.1452,15.0
3882,0.5124,-0.0623,-0.0623,0.9172,0.4278,43.0
3883,0.0095,0.127,0.127,0.0318,0.2492,25.0
3884,0.7898,-0.0444,-0.0444,0.0308,0.1812,18.0
3885,0.3264,0.1428,0.1428,0.2472,0.4668,47.0
3886,0.5781,0.1677,0.1677,0.8281,0.0743,7.0
3887,-0.202,0.04,0.04,-0.3379,0.3495,35.0
3888,0.4154,-0.1918,-0.1918,-0.0605,0.2239,22.0
3889,0.6191,0.586,0.586,-0.0112,0.3968,40.0
3890,0.5753,-0.1821,-0.1821,0.53,0.1159,12.0
3891,-0.0184,-0.0127,-0.0127,0.076,0.279,28.0
3892,0.3926,-0.4198,-0.4198,0.6843,0.3766,38.0
3893,-0.0456,0.0129,0.0129,0.4426,0.1035,10.0
3894,0.6874,0.0936,0.0936,0.3202,0.4978,50.0
3895,-0.2164,-0.0997,-0.0997,-0.3845,0.2065,21.0
3896,-0.2168,-0.3649,-0.3649,0.5714,0.0583,6.0
3897,0.3855,0.2207,0.2207,0.5922,0.3366,34.0
3898,0.5995,0.0069,0.0069,0.5992,0.1691,17.0
3899,-0.4175,0.1211,0.1211,0.1886,0.4516,45.0
3900,0.2088,-0.206,-0.206,0.1235,0.4429,44.0
3901,0.2941,0.0557,0.0557,-0.2721,0.2613,26.0
3902,0.8192,0.0098,0.0098,0.8501,0.3189,32.0
3903,-0.2371,-0.1084,-0.1084,-0.0825,0.1612,16.0
3904,0.5997,-0.2101,-0.2101,-0.2626,0.3313,33.0
3905,0.734,0.2486,0.2486,0.2885,0.0635,6.0
3906,0.4826,-0.1216,-0.1216,0.4035,0.4569,46.0
3907,-0.0397,0.0176,0.0176,-0.4602,0.1639,16.0
3908,0.2969,-0.0906,-0.0906,0.316,0.2666,27.0
3909,-0.2393,0.1279,0.1279,0.604,0.4377,44.0
3910,0.7424,-0.0484,-0.0484,0.8669,0.1559,16.0
3911,-0.0637,-0.1824,-0.1824,-0.2744,0.3242,32.0
3912,-0.3708,-0.2623,-0.2623,0.4263,0.3985,40.0
3913,-0.1103,0.4332,0.4332,0.4705,0.2222,22.0
3914,0.5922,-0.168,-0.168,0.6685,0.2772,28.0
3915,0.145,-0.0038,-0.0038,0.0992,0.1177,12.0
3916,0.4674,-0.4657,-0.4657,0.4322,0.1018,10.0
3917,0.3711,0.0855,0.0855,-0.0995,0.3784,38.0
3918,0.3722,0.2373,0.2373,0.8676,0.2083,21.0
3919,-0.1603,0.0192,0.0192,-0.1769,0.496,50.0
3920,0.237,-0.1781,-0.1781,-0.0952,0.1434,14.0
3921,0.8733,0.2204,0.2204,-0.1097,0.3077,31.0
3922,0.9989,-0.0017,-0.0017,0.4199,0.2509,25.0
3923,0.0055,0.0263,0.0263,-0.0156,0.4261,43.0
3924,0.1508,-0.0607,-0.0607,0.7131,0.4686,47.0
3925,0.2387,0.2077,0.2077,0.3115,0.1794,18.0
3926,0.617,0.0848,0.0848,0.5153,0.3478,35.0
3927,-0.3844,-0.0313,-0.0313,-0.4699,0.0761,8.0
3928,-0.1005,-0.4478,-0.4478,0.6107,0.1966,20.0
3929,0.0326,0.1966,0.1966,0.7314,0.4804,48.0
3930,0.5561,0.0124,0.0124,0.3872,0.0853,9.0
3931,-0.1064,0.2118,0.2118,0.0029,0.3658,37.0
3932,0.5641,-0.109,-0.109,-0.0751,0.2897,29.0
3933,-0.0721,0.351,0.351,-0.1215,0.1342,13.0
3934,0.7558,0.0847,0.0847,0.8453,0.4142,41.0
3935,-0.186,-0.1544,-0.1544,0.1817,0.2338,23.0
3936,0.0592,-0.367,-0.367,0.2481,0.0652,7.0
3937,-0.4906,0.1007,0.1007,0.872,0.3578,36.0
3938,0.3089,-0.0907,-0.0907,0.6308,0.1904,19.0
3939,0.129,-0.1219,-0.1219,-0.0643,0.4585,46.0
3940,0.7952,-0.2224,-0.2224,0.2664,0.4219,42.0
3941,0.4032,0.2247,0.2247,0.1661,0.2542,25.0
3942,0.611,0.1871,0.1871,0.637,0.3117,31.0
3943,-0.3419,-0.0202,-0.0202,-0.2236,0.1403,14.0
3944,0.3829,-0.5721,-0.5721,-0.0764,0.245,24.0
3945,0.6482,0.0014,0.0014,0.1145,0.4039,40.0
3946,0.5166,-0.0001,-0.0001,0.516,0.1231,12.0
3947,0.0446,0.1604,0.1604,-0.255,0.2999,30.0
3948,0.063,-0.0656,-0.0656,0.2428,0.3696,37.0
3949,-0.0594,0.2608,0.2608,0.254,0.0824,8.0
3950,0.9492,-0.0001,-0.0001,0.9492,0.4765,48.0
3951,-0.0841,-0.0124,-0.0124,-0.1999,0.1996,20.0
